2,0.031322
8,0.036364
10,0.964599
11,0.046115
15,0.318265
17,0.036262
19,0.864565
21,0.333139
24,0.136700
25,0.958690
27,0.042760
29,0.494364
33,0.750406
34,0.133894
36,0.027731
37,0.120630
38,0.693057
40,0.736680
41,0.092557
42,0.074779
43,0.100321
44,0.212665
47,0.422012
52,0.081459
56,0.041422
57,0.865133
59,0.458370
61,0.025211
62,0.196154
63,0.912145
64,0.024192
66,0.025861
72,0.398865
77,0.079087
79,0.154813
84,0.028007
85,0.931468
89,0.697285
91,0.982299
99,0.526030
100,0.206939
105,0.767906
108,0.195109
110,0.059107
115,0.579855
116,0.745246
117,0.395277
118,0.873814
124,0.018467
125,0.771551
126,0.608653
127,0.051821
128,0.768260
136,0.120816
137,0.127744
139,0.679110
145,0.250799
147,0.465351
153,0.760608
154,0.588612
158,0.028135
163,0.920749
165,0.574454
168,0.968696
169,0.505032
177,0.798252
179,0.938088
181,0.396495
183,0.083022
184,0.165961
185,0.970695
187,0.314158
188,0.247054
191,0.136175
194,0.063572
197,0.046512
202,0.069137
203,0.736716
205,0.120320
206,0.973199
207,0.572988
210,0.069477
211,0.942579
213,0.040082
215,0.513568
217,0.060780
218,0.152740
220,0.092132
224,0.223738
225,0.445241
229,0.165086
232,0.065294
236,0.082000
237,0.091528
238,0.982999
243,0.394891
246,0.367498
253,0.051491
259,0.070388
260,0.976499
263,0.623182
271,0.125985
273,0.060270
274,0.803018
276,0.215041
283,0.871373
287,0.162389
289,0.074689
290,0.084629
291,0.053381
292,0.982999
296,0.056105
299,0.404453
300,0.033576
303,0.052112
306,0.602548
308,0.749535
312,0.030289
318,0.962998
326,0.446529
328,0.498377
330,0.208861
331,0.176466
333,0.040301
336,0.967796
342,0.215695
347,0.910858
348,0.248946
350,0.477747
356,0.096680
359,0.364552
362,0.924679
363,0.087669
365,0.018393
368,0.038186
369,0.168265
372,0.894155
374,0.937780
376,0.982997
378,0.698609
380,0.875469
381,0.031469
383,0.829924
384,0.801733
385,0.051175
388,0.979098
389,0.075458
391,0.551354
392,0.822476
395,0.028697
397,0.983899
401,0.069450
404,0.045105
405,0.944483
408,0.042657
409,0.901855
411,0.148113
413,0.725461
415,0.243092
416,0.383340
417,0.955596
418,0.883693
422,0.070761
423,0.022839
427,0.432354
430,0.458694
434,0.041940
437,0.182347
439,0.028461
440,0.043650
443,0.468111
449,0.034370
453,0.336603
455,0.982299
456,0.246816
457,0.951996
462,0.953290
465,0.265909
468,0.441891
470,0.346714
472,0.080200
473,0.180007
476,0.581256
477,0.185682
478,0.015934
479,0.121826
481,0.506194
483,0.053073
485,0.262296
488,0.825870
489,0.024035
492,0.083767
494,0.652117
495,0.775651
498,0.448072
499,0.686250
502,0.085273
503,0.476556
504,0.077200
506,0.284397
508,0.741449
510,0.334610
513,0.046311
519,0.049605
521,0.273368
524,0.527360
528,0.944796
529,0.987800
531,0.471930
537,0.356353
538,0.917183
539,0.465520
540,0.403681
542,0.306413
544,0.980498
549,0.321636
551,0.155865
554,0.013915
557,0.053192
559,0.885140
560,0.089623
563,0.172274
564,0.228620
565,0.069833
567,0.131429
568,0.097367
569,0.048153
570,0.512464
571,0.048953
573,0.367788
574,0.386490
575,0.376980
577,0.204194
578,0.712201
585,0.660627
586,0.784960
593,0.117854
595,0.044714
596,0.051734
597,0.022040
601,0.049269
604,0.751965
605,0.102837
607,0.656375
608,0.060953
610,0.105033
618,0.570043
619,0.607769
622,0.642772
623,0.205249
624,0.969298
626,0.163316
628,0.610510
631,0.530635
632,0.657767
637,0.221460
640,0.036067
641,0.933996
642,0.931582
647,0.700331
648,0.085736
649,0.897680
651,0.083888
653,0.709058
655,0.961887
656,0.101276
657,0.888175
664,0.653134
665,0.267559
666,0.034126
669,0.113457
670,0.834786
671,0.584599
672,0.107816
674,0.948695
675,0.100177
678,0.980299
679,0.552464
681,0.094786
684,0.147966
688,0.933890
694,0.784898
696,0.111944
698,0.117960
702,0.340802
706,0.305988
708,0.224584
710,0.963095
716,0.914273
720,0.055976
729,0.195844
732,0.844442
735,0.799004
737,0.960196
739,0.020716
741,0.209667
747,0.708291
748,0.331492
754,0.037610
755,0.906548
759,0.152218
764,0.139053
765,0.024829
766,0.962298
767,0.350180
770,0.847133
772,0.636906
776,0.767994
779,0.759042
782,0.196085
784,0.085638
786,0.116475
787,0.579793
794,0.565123
795,0.967195
798,0.970598
801,0.551095
807,0.894169
808,0.243371
811,0.268770
812,0.026600
813,0.129879
814,0.208302
816,0.770191
817,0.238352
823,0.030566
826,0.832831
828,0.099970
829,0.159736
831,0.938397
832,0.195823
834,0.943798
836,0.765580
842,0.908343
846,0.932484
847,0.730084
849,0.770224
851,0.074563
855,0.068820
856,0.674346
857,0.048209
859,0.627669
864,0.033130
866,0.969099
867,0.016872
869,0.019723
874,0.979096
876,0.047996
879,0.919364
880,0.627173
881,0.847042
883,0.861675
886,0.797015
889,0.757300
892,0.186915
894,0.641058
896,0.191726
897,0.751580
898,0.431440
